stars,comment,topic,title
5,"• Εξαιρετική ποιότητα κατασκευής! 
• Πολύ καλή ακρίβεια στα χρώματα
• Ξεκούραστη οθόνη
• Αυτόματη ρύθμιση φωτεινότητας
• Μηδαμινό πλαίσιο
• Μηδέν τρεμοπαιγμα (flicker-free) ακομα και σε χαμηλη φωτεινότητα!
• Χωρίς λογότυπο στο μπροστινό μέρος (σημαντικό για εμένα τουλάχιστον). 
• Τα κουμπιά για το μενού είναι ηλεκτρομαγνητικά, με αποτέλεσμα να μην χρειάζεται πολύ προσπάθεια για τυχόν ρυθμίσεις. 
• Πέρα από το on/off στο μπροστινό μερος υπάρχει και δεύτερος διακόπτης on/off που κλείνει την κατανάλωση ρεύματος τελείως, αν και σε standby mode καταναλώνει μόνο 0.5w.
• Πολύ καλή συνδεσιμότητα: 
  • USB-C
  • 3x USB-2
  • Audio jack
  • Ethernet
  • HDMI, DisplayPort
  • Εάν έχετε laptop με USB-C δεν χρειάζεστε κάποιο άλλο καλώδιο καθώς το σήμα, το usb hub και η φόρτιση του λάπτοπ σας μπορεί να γίνουν από εκεί. Επίσης υποστηρίζει daisy-chain οπότε εάν η σύνδεση είναι μέσω USC-C μπορείτε με μόνο άλλο ένα USB-C να συνδέσετε δεύτερη οθόνη άπλα και εύκολα!
• Έχει ενσωματωμένο KVM, οπότε μπορείτε να συνδέσετε δυο υπολογιστές οπου να μοιράζουν την οθόνη πανεύκολα!
• Έχει ηχεία αλλά δεν θα τα κρίνω καθώς δεν την αγόρασα για αυτό το λόγο...
• To 5ms input-lag (grey-to-grey) μπορεί να ενεργοποιηθεί στα User 1/2 settings στην επιλογή Overdrive > Enhanced.

Επίσης να τονίσω ότι την οθόνη την αγόρασα από το site της eizo.gr,  οπου πραγματικά το προσωπικό είναι άψογο, ευγενέστατο, και ευπρόσδεκτο να ακούσει τυχών ερωτήσεις ή να επιλύσει προβλήματα που προκύπτουν με την οθόνη. Στην περίπτωση μου το πάνελ προεξείχε λίγο προς τα έξω στο κάτω αριστερό μέρος. Μέσα σε 20' αφού έχει στείλει το email με φωτογραφίες, με πήραν τηλέφωνο και μου πρότειναν λύσεις, όπου βεβαίως μέσα σε αυτές ήταν και η άμεση αντικατάσταση της οθόνης. Ένα μεγάλο μπράβο τους!

Τέλος το Made in Japan τα λέει όλα!

_
Update (17/02/2021): Είχα κάνει αναφορά για το panel που προεξεχει λιγο στο κατω μερος της οθονης, οταν εγινε η αντικατάσταση της οθονης η καινούργια ειχε το ιδιο θεμα, καταλήξαμε να μην κανω την αντικατάσταση καθώς δεν είχε νόημα, η οθόνη παραμενει μια χαρά. Δυστηχως το ίδιο θέμα αναφέρετε και σε reviews στην αμαζον, προσθεσα μια ακομα φωτο για να δειτε το πανελ που προεξεχει ελαχιστα... Για τα χρηματα της (και το made in Japan) η αληθεια ειναι θα περιμενα να μην ειχε αυτο το θεματακι...",Οθόνες Υπολογιστών,"Eizo FlexScan EV3895 Ultrawide IPS Curved Monitor 37.5"" QHD 3840x1600 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 25991023"
5,"Μια πολύ ιδιαίτερη οθόνη για επαγγελματίες με πολλές απαιτήσεις. Ουσιαστικά είναι ένα dock station όπου μπορείς να χτίσεις επάνω της το επαγγελματικό σου σύστημα πχ δυο υπολογιστές,περιφερειακές συσκευές κλπ.
Τα ηχεία που έχει απλώς δικαιολογούν την ύπαρξη τους... μικρά αδύναμα αλλά με καθαρό ήχο και μέχρι εκεί.
Έρχεται συναρμολογημένη (made Japan)!
Με λίγα λόγια... απίστευτη, θα την έχω για πολλά πολλά χρόνια να κοσμεί το γραφείο μου!",Οθόνες Υπολογιστών,"Eizo FlexScan EV3895 Ultrawide IPS Curved Monitor 37.5"" QHD 3840x1600 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 25991023"
5,,Οθόνες Υπολογιστών,"BenQ BL2480T IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 15670056"
5,"Value for Money να την πάρετε, την έχω ως 3η εξωτερική οθόνη βοηθητική για Working from Home. 
Είναι μεγαλύτερα τα pixel και βλέπεις καλύτερα χωρίς να χρειάζεται να κάνεις Re-arrange και να ζουμάρεις να δεις τα μικρά γραμματάκια.

Δυστυχώς χάλασε η θύρα Display Port μετά από 1 μήνα χρήσης. Δεν έβαζα έβγαζα το καλώδιο ήταν το ίδιο καλώδιο μονίμως μέσα. Πλέον το βάζω στην είσοδο HDMI και πολύ απλά δεν το αναγνωρίζει",Οθόνες Υπολογιστών,"BenQ GW2480E IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 20080635"
5,,Οθόνες Υπολογιστών,"BenQ GW2480E IPS Monitor 23.8"" FHD 1920x1080 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 20080635"
5,Η συγκεκριμενες οθονες ειναι μια κατηγορια απο μονες τους. Οτι καλυτερο για τα ματια για καποιον που καθετε πολλες ωρες στον υπολογιστη πολυ ξεκουραστη.,Οθόνες Υπολογιστών,"Eizo FlexScan EV3285 IPS Monitor 31.5"" 4K 3840x2160 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 16599268"
5,Άψογη οθόνη. Ποιοτική εικόνα αλλά χρειάζεται calibration για να πετύχεις το επιθυμητό αποτέλεσμα.,Οθόνες Υπολογιστών,"Eizo FlexScan EV3285 IPS Monitor 31.5"" 4K 3840x2160 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 16599268"
5,Από τις καλύτερες οθόνες και σε καλή τιμή !,Οθόνες Υπολογιστών,"Eizo FlexScan EV3285 IPS Monitor 31.5"" 4K 3840x2160 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 16599268"
5,,Οθόνες Υπολογιστών,"Eizo FlexScan EV3285 IPS Monitor 31.5"" 4K 3840x2160 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 16599268"
5,,Οθόνες Υπολογιστών,"Eizo FlexScan EV3285 IPS Monitor 31.5"" 4K 3840x2160 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 16599268"
5,,Οθόνες Υπολογιστών,"Eizo FlexScan EV3285 IPS Monitor 31.5"" 4K 3840x2160 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 16599268"
5,,Οθόνες Υπολογιστών,"Eizo FlexScan EV3285 IPS Monitor 31.5"" 4K 3840x2160 με Χρόνο Απόκρισης 5ms GTG Κωδικός: 16599268"
4,"Ένα από τα καλύτερα monitor που κυκλοφορούν σε θέμα ποιότητας εικόνας.... χρώματα απίστευτα και ξεκούραστα.. ιδανικό για gaming με gsync 165hz refresh κλπ.... δυστυχώς το μόνο μειων του είναι ότι δεν έχει HDR...!!
το αγόρασα στα 450€ όσο αρχικά το είχε προωθήσει και η HP....άξιζει κάθε ευρώ....
Αν η τιμή ξεπεράσει τα 500€ αρκετά δε θα πρότεινα σε κάποιον να το αγοράσει εφόσον σε τέτοια τιμή πάμε σε άλλο level !!!",Οθόνες Υπολογιστών,"HP OMEN 27i IPS Gaming Monitor 27"" QHD 2560x1440 165Hz με Χρόνο Απόκρισης 1ms GTG Κωδικός: 25208993"
5,"• Εξαιρετική ποιότητα κατασκευής! 
• Πολύ καλή ακρίβεια στα χρώματα
• Ξεκούραστη οθόνη
• Αυτόματη ρύθμιση φωτεινότητας
• Μηδαμινό πλαίσιο
• Μηδέν τρεμοπαιγμα (flicker-free) ακομα και σε χαμηλη φωτεινότητα!
• Χωρίς λογότυπο στο μπροστινό μέρος (σημαντικό για εμένα τουλάχιστον). 
• Τα κουμπιά για το μενού είναι ηλεκτρομαγνητικά, με αποτέλεσμα να μην χρειάζεται πολύ προσπάθεια για τυχόν ρυθμίσεις. 
• Πέρα από το on/off στο μπροστινό μερος υπάρχει και δεύτερος διακόπτης on/off που κλείνει την κατανάλωση ρεύματος τελείως, αν και σε standby mode καταναλώνει μόνο 0.5w.
• Πολύ καλή συνδεσιμότητα: 
  • USB-C
  • 3x USB-2
  • Audio jack
  • Ethernet
  • HDMI, DisplayPort
  • Εάν έχετε laptop με USB-C δεν χρειάζεστε κάποιο άλλο καλώδιο καθώς το σήμα, το usb hub και η φόρτιση του λάπτοπ σας μπορεί να γίνουν από εκεί. Επίσης υποστηρίζει daisy-chain οπότε εάν η σύνδεση είναι μέσω USC-C μπορείτε με μόνο άλλο ένα USB-C να συνδέσετε δεύτερη οθόνη άπλα και εύκολα!
• Έχει ενσωματωμένο KVM, οπότε μπορείτε να συνδέσετε δυο υπολογιστές οπου να μοιράζουν την οθόνη πανεύκολα!
• Έχει ηχεία αλλά δεν θα τα κρίνω καθώς δεν την αγόρασα για αυτό το λόγο...
• To 5ms input-lag (grey-to-grey) μπορεί να ενεργοποιηθεί στα User 1/2 settings στην επιλογή Overdrive > Enhanced.

Επίσης να τονίσω ότι την οθόνη την αγόρασα από το site της eizo.gr,  οπου πραγματικά το προσωπικό είναι άψογο, ευγενέστατο, και ευπρόσδεκτο να ακούσει τυχών ερωτήσεις ή να επιλύσει προβλήματα που προκύπτουν με την οθόνη. Στην περίπτωση μου το πάνελ προεξείχε λίγο προς τα έξω στο κάτω αριστερό μέρος. Μέσα σε 20' αφού έχει στείλει το email με φωτογραφίες, με πήραν τηλέφωνο και μου πρότειναν λύσεις, όπου βεβαίως μέσα σε αυτές ήταν και η άμεση αντικατάσταση της οθόνης. Ένα μεγάλο μπράβο τους!

Τέλος το Made in Japan τα λέει όλα!

_
Update (17/02/2021): Είχα κάνει αναφορά για το panel που προεξεχει λιγο στο κατω μερος της οθονης, οταν εγινε η αντικατάσταση της οθονης η καινούργια ειχε το ιδιο θεμα, καταλήξαμε να μην κανω την αντικατάσταση καθώς δεν είχε νόημα, η οθόνη παραμενει μια χαρά. Δυστηχως το ίδιο θέμα αναφέρετε και σε reviews στην αμαζον, προσθεσα μια ακομα φωτο για να δειτε το πανελ που προεξεχει ελαχιστα... Για τα χρηματα της (και το made in Japan) η αληθεια ειναι θα περιμενα να μην ειχε αυτο το θεματακι...",Οθόνες Υπολογιστών,"Eizo FlexScan EV3895 Ultrawide Curved Monitor 37.5"" QHD 3840x1600 με χρόνο απόκρισης 5ms GTG Κωδικός: 25991100"
